id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
11666,【11月 12月】ブライダル フェア,ブライダル フェア 11月 12月,camera_train_15415,calm7b,5,0,3,4,3
11667,ピンソケット 2列,2列のピンソケット,camera_train_15416,human,5,0,4,3,3
11668,ピンソケット 2列,あなたのためのピンソケット 2列,camera_train_15416,swallow8b,3,2,5,5,0
11669,相模原の若きゴッドハンド,ゴッドハンド・相模原,camera_train_1541,calm7b,2,3,0,0,0
11670,相模原の若きゴッドハンド,若きゴッドハンドin相模原,camera_train_1541,human,5,0,6,3,1
11671,ユニクロ 公式オンラインストア,ユニクロの公式オンラインストア,camera_train_15422,swallow70b,5,0,4,1,5
11672,営業職の求人掲載なら,営業職の求人掲載なら右側に配置,camera_train_15425,calm22b,3,2,1,6,3
11673,営業職の求人掲載なら,営業職の求人を記載したいか,camera_train_15425,human,2,3,0,0,0
11674,営業職の求人掲載なら,求人掲載【営業職】,camera_train_15425,swallow70b,5,0,5,5,0
11675,営業職の求人掲載なら,求人掲載はこちら【営業職】,camera_train_15425,swallow8b,5,0,7,3,0
11676,定着率の高い人材確保が急務な方,人材確保を強化したい方,camera_train_15426,swallow70b,1,4,0,0,0
11677,定着率の高い人材確保が急務な方,人材確保に悩んでいる方へ,camera_train_15426,swallow8b,4,1,2,8,0
11678,1番安いバイク保険はどこ？,「バイク保険、1番安いのは？」,camera_train_15427,calm22b,5,0,3,7,0
11679,1番安いバイク保険はどこ？,１番安い保険は？バイク,camera_train_15427,human,3,2,6,4,0
11680,1番安いバイク保険はどこ？,最安バイク保険はどこ？,camera_train_15427,swallow8b,5,0,3,6,1
11681,薔薇色ノ約束,緊急。今すぐ予約。,camera_train_15428,calm7b,0,5,0,0,0
11682,ビタミンｃ,今すぐビタミンCを摂取しよう,camera_train_1542,calm22b,1,4,0,0,0
11683,ビタミンｃ,ビタミンCサプリを始めよう,camera_train_1542,swallow70b,0,5,0,0,0
11684,西那須野で唯一の腰痛整体,西那須野唯一【腰痛整体】除外,camera_train_15431,calm22b,2,3,0,0,0
11685,お見積り無料で費用算出,【無料】で費用算出、見積もり,camera_train_15434,calm22b,5,0,5,5,0
11686,お見積り無料で費用算出,いくらになるかお見積り無料,camera_train_15434,human,5,0,8,1,1
11687,ステンレス板なら 金属板.com,ステンレス板なら【金属板.com】,camera_train_15435,swallow70b,5,0,1,5,4
11688,【即日OK】バレずお金借りたい,【即時貸付】秘密厳守で資金調達,camera_train_15436,calm22b,5,0,5,4,1
11689,【即日OK】バレずお金借りたい,【即日OK】バレずにお金を借りる,camera_train_15436,swallow70b,4,1,3,5,2
11690,【しまのや公式】琉球青汁ゼリー,琉球青汁ゼリー【しまのや公式】,camera_train_15437,calm22b,5,0,3,5,2
11691,【しまのや公式】琉球青汁ゼリー,琉球青汁ゼリー【しまのや公式】,camera_train_15437,swallow70b,5,0,5,3,2
11692,【しまのや公式】琉球青汁ゼリー,琉球青汁ゼリー【公式】しまのや,camera_train_15437,swallow8b,5,0,8,2,0
11693,ルプス ヘアーアンドメイク,ルプスで輝くヘア＆メイクを実現,camera_train_15438,swallow8b,3,2,2,7,1
11694,光回線はどれが一番お得？,光回線の最適解を見つける,camera_train_15440,calm22b,1,4,0,0,0
11695,光回線はどれが一番お得？,光回線の「最適解」を探る,camera_train_15440,swallow70b,2,3,0,0,0
11696,光回線はどれが一番お得？,光回線の最適な選択は？,camera_train_15440,swallow8b,4,1,7,2,1
11697,ヘアーアングラフィー,【魅力度アップ】ヘアーアレンジ,camera_train_15441,calm22b,1,4,0,0,0
11698,女性WEBライター100人に聞いた,女性100人に聞いた,camera_train_15442,swallow70b,1,4,0,0,0
11699,フリーローン／年利2.0%,低金利2.0%のフリーローン,camera_train_15449,swallow70b,3,2,2,7,1
11700,【急募】柔道整復師 求人,柔道整復師 【急募】,camera_train_15450,human,5,0,10,0,0
11701,【急募】柔道整復師 求人,柔道整復師の求人です,camera_train_15450,swallow70b,4,1,10,0,0
11702,【急募】柔道整復師 求人,【お急ぎ】柔道整復師の求人です,camera_train_15450,swallow8b,4,1,7,3,0
11703,ミラー 美容室,【新OPEN】ミラー美容室,camera_train_15453,calm22b,0,5,0,0,0
11704,ミラー 美容室,ミラー美容室,camera_train_15453,swallow8b,4,1,1,2,7
11705,サローネ サンク サロン,【サローネ サンク】サロン,camera_train_15454,calm22b,5,0,3,7,0
11706,サローネ サンク サロン,サロン 500 円～ 体験,camera_train_15454,calm7b,0,5,0,0,0
11707,サローネ サンク サロン,サローネ・サンク・サロン,camera_train_15454,swallow70b,5,0,1,6,3
11708,サローネ サンク サロン,サロン検索＠サンク,camera_train_15454,swallow8b,3,2,3,6,1
11709,勃起不全に【ED治療薬138円】,【ED治療薬138円】勃起不全,camera_train_15455,calm22b,5,0,3,6,1
11710,勃起不全に【ED治療薬138円】,男の自信を取り戻す治療薬138円,camera_train_15455,human,3,2,7,2,1
11711,勃起不全に【ED治療薬138円】,ED治療薬138円【勃起不全】,camera_train_15455,swallow70b,5,0,4,3,3
11712,勃起不全に【ED治療薬138円】,ED治療薬【138円】で購入可能,camera_train_15455,swallow8b,5,0,6,4,0
11713,【公式】アーク引越センター,公式アーク引越センター,camera_train_15456,swallow70b,5,0,10,0,0
11714,【公式】アーク引越センター,アーク引越センター【公式】,camera_train_15456,swallow8b,5,0,7,1,2
11715,オリックス生命の死亡保険,オリックスの【死亡保険】,camera_train_15457,calm22b,5,0,8,1,1
11716,【岩国】美容室・ヘアサロン,岩国【美髪革命】ヘアサロン,camera_train_15458,calm22b,3,2,6,0,4
11717,蒲田駅近くのホテル,蒲田駅周辺のホテルに泊まるなら,camera_train_15460,calm22b,4,1,2,6,2
11718,蒲田駅近くのホテル,蒲田駅近くの宿泊所,camera_train_15460,human,3,2,8,2,0
11719,蒲田駅近くのホテル,蒲田駅近くのホテルを探す,camera_train_15460,swallow70b,3,2,3,4,3
11720,蒲田駅近くのホテル,蒲田駅近くのおすすめホテル,camera_train_15460,swallow8b,5,0,2,8,0
11721,旅館くらしきの予約,旅館くらしきを予約するには？,camera_train_15463,calm22b,2,3,0,0,0
11722,旅館くらしきの予約,「旅館くらしき」の予約,camera_train_15463,human,5,0,2,8,0
11723,オルガノの水処理標準製品,オルガノの【標準製品】水処理,camera_train_15465,swallow70b,4,1,3,6,1
11724,オルガノの水処理標準製品,オルガノの標準製品【水処理】,camera_train_15465,swallow8b,5,0,3,5,2
11725,BizReach（ビズリーチ）／公式,【公式】ビズリーチ,camera_train_15466,human,5,0,3,6,1
11726,【死亡保険】太陽生命,死亡保険なら太陽生命,camera_train_15469,human,5,0,3,6,1
11727,【死亡保険】太陽生命,太陽生命の【死亡保険】はこちら,camera_train_15469,swallow8b,4,1,4,5,1
11728,求人・バイト情報,バイト探しなら任せてね,camera_train_15470,calm22b,2,3,0,0,0
11729,求人・バイト情報,求人・バイト情報求,camera_train_15470,human,4,1,4,1,5
11730,求人・バイト情報,求人・バイト情報ならこちら,camera_train_15470,swallow70b,5,0,2,7,1
11731,求人・バイト情報,お仕事探しはこちら,camera_train_15470,swallow8b,4,1,4,5,1
11732,お得に叶える 結婚式プレゼント,結婚式プレゼント、超お買い得,camera_train_15474,human,4,1,4,4,2
11733,【鎌ヶ谷大仏】整体サロンを予約,【予約】鎌ヶ谷大仏 整体サロン,camera_train_15475,swallow70b,4,1,2,6,2
11734,住宅ローン、どこがいい？,住宅ローン、おすすめはここ,camera_train_15477,calm7b,4,1,3,6,1
11735,住宅ローン、どこがいい？,最適の住宅ローンは？,camera_train_15477,human,3,2,3,6,1
11736,1番安い死亡保険はどれ？,【最安値】死亡保険はどれ？,camera_train_1547,calm22b,5,0,2,7,1
11737,1番安い死亡保険はどれ？,【最安値】死亡保険はこちら,camera_train_1547,swallow8b,2,3,0,0,0
11738,「歯周病」抜歯を回避する治療,抜歯回避の歯周病治療,camera_train_15480,calm22b,5,0,7,2,1
11739,「歯周病」抜歯を回避する治療,歯周病治療で抜歯を回避,camera_train_15480,swallow70b,4,1,5,4,1
11740,「歯周病」抜歯を回避する治療,歯周病を治す抜歯を避ける方法,camera_train_15480,swallow8b,5,0,8,2,0
11741,【公式】小林製薬／ナリピタン,【公式】小林製薬のナリピタン,camera_train_15481,calm22b,5,0,4,3,3
11742,【公式】小林製薬／ナリピタン,ナリピタン／小林製薬【公式】,camera_train_15481,human,5,0,6,4,0
11743,【名古屋市北区】メンズ美容院,【メンズ美容院】名古屋市北区,camera_train_15485,calm22b,5,0,4,4,2
11744,【公式】タカミ スキンピール,タカミの公式スキンピール,camera_train_15486,swallow8b,4,1,10,0,0
11745,【PayPay銀行】公式ホームページ,PayPay銀行の公式サイト,camera_train_15491,calm22b,5,0,8,0,2
11746,【PayPay銀行】公式ホームページ,公式【PayPay銀行】ウェブサイト,camera_train_15491,calm7b,4,1,6,2,2
11747,約70%の工数削減効果も,約70%の手間が減る効果,camera_train_15493,calm22b,2,3,0,0,0
11748,約70%の工数削減効果も,工数削減効果は約７０％です,camera_train_15493,human,4,1,5,4,1
11749,【即日OK】キャッシング厳選3社,3社厳選【即日】キャッシング,camera_train_15494,calm7b,3,2,9,0,1
11750,【即日OK】キャッシング厳選3社,ローン　即日　3選,camera_train_15494,human,4,1,10,0,0
11751,【即日OK】キャッシング厳選3社,即日キャッシングできる厳選3社,camera_train_15494,swallow70b,5,0,9,1,0
11752,【即日OK】キャッシング厳選3社,厳選3社で即日キャッシング可能,camera_train_15494,swallow8b,5,0,8,2,0
11753,【公式】東京PCR衛生検査所,東京PCR衛生検査所【公式】,camera_train_15496,calm22b,5,0,8,1,1
11754,【公式】東京PCR衛生検査所,東京PCR衛生検査所【公式】,camera_train_15496,swallow70b,5,0,5,2,3
11755,【公式】東京PCR衛生検査所,【公式】東京のPCR検査所,camera_train_15496,swallow8b,4,1,4,4,2
11756,セールはいよいよ12/20（火）迄,セール最終日は12/20（火）まで,camera_train_15499,swallow8b,4,1,3,5,2
11757,那須 ホテル,那須で心安らぐホテル滞在,camera_train_1549,calm22b,0,5,0,0,0
11758,那須 ホテル,那須にあるホテル,camera_train_1549,human,3,2,7,1,2
11759,那須 ホテル,那須でおすすめのホテルです。,camera_train_1549,swallow70b,2,3,0,0,0
11760,【楽天】レースレディース,楽天のレースレディース,camera_train_154,calm22b,4,1,8,1,1
11761,【楽天】レースレディース,レディースのレース【楽天】,camera_train_154,human,2,3,0,0,0
11762,【楽天】レースレディース,楽天レースレディース,camera_train_154,swallow70b,4,1,4,4,2
11763,【楽天】レースレディース,レディース【楽天】,camera_train_154,swallow8b,1,4,0,0,0
11764,【公式】クラブツーリズム,【クラブツーリズム】公式,camera_train_15504,calm22b,5,0,7,1,2
11765,【公式】クラブツーリズム,公式クラブツーリズム,camera_train_15504,human,5,0,7,2,1
11766,【公式】クラブツーリズム,クラブツーリズム【公式】,camera_train_15504,swallow70b,5,0,7,0,3
11767,【公式】クラブツーリズム,クラブツーリズム【公式】,camera_train_15504,swallow8b,5,0,7,2,1
11768,二子玉川,ニコタマ、フタコ,camera_train_15506,human,2,3,0,0,0
11769,民宿 雲仙 屋,雲仙 屋 民宿予約,camera_train_15508,swallow70b,3,2,1,6,3
11770,民宿 雲仙 屋,雲仙の民宿でお泊りしませんか,camera_train_15508,swallow8b,2,3,0,0,0
11771,【公式】TOYOTA／期間従業員募集,期間従業員を募集【公式】TOYOTA,camera_train_15510,swallow8b,5,0,7,3,0
11772,リッシュヘアー,リッシュヘアーのヘアサロン,camera_train_15512,calm22b,1,4,0,0,0
11773,リッシュヘアー,おすすめのヘアーサロン,camera_train_15512,swallow8b,0,5,0,0,0
11774,宮崎市内勤務・正社員の採用情報,宮崎市内勤務の正社員採用情報,camera_train_15513,calm22b,5,0,3,4,3
11775,宮崎市内勤務・正社員の採用情報,宮崎市内勤務【正社員】採用情報,camera_train_15513,calm7b,5,0,3,4,3
11776,宮崎市内勤務・正社員の採用情報,宮崎市内の正社員採用情報,camera_train_15513,swallow70b,1,4,0,0,0
11777,宮崎市内勤務・正社員の採用情報,宮崎市内勤務・正社員の求人情報,camera_train_15513,swallow8b,4,1,0,5,5
11778,ガミースマイルが気になる方へ,ガミースマイルを解消しませんか,camera_train_15514,calm22b,3,2,8,2,0
11779,琴似の格安ホテル,琴似の格安ホテル、見つかる,camera_train_15515,calm22b,4,1,6,4,0
11780,琴似の格安ホテル,格安ホテルを探す,camera_train_15515,swallow70b,0,5,0,0,0
11781,琴似の格安ホテル,琴似で格安ホテルに泊まる,camera_train_15515,swallow8b,4,1,5,2,3
11782,転職ならdoda（デューダ）,doda（デューダ）で転職,camera_train_15516,human,3,2,8,0,2
11783,dodaは【第二新卒】の転職に強い,【第二新卒】転職に強いdoda,camera_train_15517,calm22b,5,0,3,6,1
11784,dodaは【第二新卒】の転職に強い,【第二新卒】の転職ならdoda,camera_train_15517,swallow70b,3,2,0,9,1
11785,dodaは【第二新卒】の転職に強い,【第二新卒】の転職ならdoda,camera_train_15517,swallow8b,5,0,1,7,2
11786,Lenovo公式サイト,Lenovoの公式サイトです。,camera_train_15518,swallow70b,5,0,4,0,6
11787,Lenovo公式サイト,レノボ公式サイト,camera_train_15518,swallow8b,5,0,6,2,2
11788,【無料】60秒で査定依頼完了,60秒無料査定依頼完了,camera_train_15519,calm22b,5,0,7,0,3
11789,【無料】60秒で査定依頼完了,60秒で完了【無料】査定依頼,camera_train_15519,swallow8b,5,0,8,2,0
11790,横浜 ホテル,横浜のホテル情報,camera_train_15520,calm22b,2,3,0,0,0
11791,横浜 ホテル,横浜 ホテル【予約】,camera_train_15520,swallow70b,3,2,1,7,2
11792,横浜 ホテル,横浜のおすすめホテルはこちら,camera_train_15520,swallow8b,3,2,0,10,0
11793,【オリックス生命】FineSave,オリックス生命のFineSave,camera_train_15521,human,4,1,5,4,1
11794,【オリックス生命】FineSave,オリックス生命のFineSaveです。,camera_train_15521,swallow70b,5,0,9,0,1
11795,横浜銀行カードローン【公式】,横浜銀行カードローン公式,camera_train_15523,calm22b,5,0,9,0,1
11796,グロウ 秋葉原 サロン,安心の【グロウ】秋葉原 サロン,camera_train_15524,swallow70b,3,2,1,7,2
11797,何歳からでも声優を目指せる,【何歳からでも】声優を目指せる,camera_train_15525,swallow70b,5,0,0,6,4
11798,何歳からでも声優を目指せる,【何歳からでも】声優を目指せる,camera_train_15525,swallow8b,5,0,3,4,3
11799,【伊万里市】美容室・ヘアサロン,美容室/ヘアサロン【伊万里市】,camera_train_15526,calm22b,5,0,9,0,1
11800,【伊万里市】美容室・ヘアサロン,伊万里市の美容室・ヘアサロン,camera_train_15526,swallow70b,5,0,5,3,2
11801,ハーバー／HABA公式サイト,HABA公式サイトへ,camera_train_15528,calm22b,2,3,0,0,0
11802,ハーバー／HABA公式サイト,HABA公式サイトはこちらです。,camera_train_15528,swallow8b,5,0,3,5,2
11803,【鶴見】コルギサロンを予約,鶴見でコルギサロンを予約,camera_train_1552,calm22b,5,0,9,0,1
11804,【鶴見】コルギサロンを予約,【予約】鶴見コルギサロン,camera_train_1552,human,4,1,5,4,1
11805,【鶴見】コルギサロンを予約,【予約】鶴見コルギサロン,camera_train_1552,swallow70b,4,1,3,4,3
11806,借金問題におまとめローンはNG,借金問題ならおまとめローンはNG,camera_train_15533,calm22b,5,0,6,4,0
11807,借金問題におまとめローンはNG,借金問題に「ローン」はNGです,camera_train_15533,swallow70b,0,5,0,0,0
11808,宮城転職でそのサイトはNG,宮城転職サイトNGです。,camera_train_15535,swallow70b,3,2,7,0,3
11809,直近でペットと一緒の結婚式なら,ペットと一緒に参加の結婚式,camera_train_15536,human,2,3,0,0,0
11810,一括査定はやめたほうがいい理由,一括査定は避けたい理由,camera_train_15538,calm22b,5,0,5,5,0
11811,わずか60秒 不動産売却一括査定,わずか60秒、不動産一括査定,camera_train_15539,calm22b,4,1,4,4,2
11812,わずか60秒 不動産売却一括査定,不動産を60秒で一括査定する,camera_train_15539,swallow70b,4,1,7,3,0
11813,わずか60秒 不動産売却一括査定,60秒で一括査定 不動産売却,camera_train_15539,swallow8b,4,1,4,4,2
11814,公式／アリナミン製薬アクテージ,公式：アリナミン製薬アクテージ,camera_train_15541,calm22b,5,0,4,2,4
11815,今なら月額980円だけじゃない,今なら月額980円だけではない,camera_train_15544,calm22b,4,1,6,2,2
11816,今なら月額980円だけじゃない,月額980円で今だけのチャンス,camera_train_15544,human,0,5,0,0,0
11817,今なら月額980円だけじゃない,月額980円だけじゃないの？,camera_train_15544,swallow8b,3,2,7,0,3
11818,口コミ掲載／話題のメタバリアEX,話題のメタバリアEX／口コミ,camera_train_15547,human,4,1,5,3,2
11819,【公式】ソニー損保の自動車保険,ソニー損保の【公式】自動車保険,camera_train_1554,calm22b,5,0,6,0,4
11820,【公式】ソニー損保の自動車保険,ソニー損保の自動車保険【公式】,camera_train_1554,swallow70b,5,0,7,2,1
11821,【公式】山田養蜂場,公式山田養蜂場,camera_train_15550,calm7b,5,0,9,1,0
11822,【公式】山田養蜂場,山田養蜂場公式,camera_train_15550,human,5,0,8,0,2
11823,【公式】山田養蜂場,山田養蜂場は【公式】ですか？,camera_train_15550,swallow8b,1,4,0,0,0
11824,【不動産仲介】のハイクラス転職,高品位な不動産仲介業務への転職,camera_train_15551,calm22b,5,0,6,3,1
11825,【不動産仲介】のハイクラス転職,ハイエンドな不動産仲介の転職,camera_train_15551,swallow70b,2,3,0,0,0
11826,【リクルート】採用担当者向け,採用担当者向け【リクルート】,camera_train_15554,human,5,0,7,2,1
11827,【軽井沢の新築】ハイクオリティ,ハイクオリティハイクオリティ,camera_train_15557,human,4,1,10,0,0
11828,【軽井沢の新築】ハイクオリティ,ハイグレードな【軽井沢の新築】,camera_train_15557,swallow8b,2,3,0,0,0
11829,【西鉄久留米】整体サロンを予約,【予約】西鉄久留米 整体サロン,camera_train_15558,swallow8b,4,1,2,7,1
11830,アレクサ 保谷 サロン,アレクサの保谷のサロン,camera_train_1555,calm22b,5,0,4,4,2
11831,【2022最新】結婚式場ランキング,【最新】結婚式場ランク2022,camera_train_15560,human,5,0,7,1,2
11832,【横浜銀行】のブライダルローン,横浜銀行の【ブライダルローン】,camera_train_15561,calm22b,5,0,3,5,2
11833,【横浜銀行】のブライダルローン,横浜銀行のブライダルローン,camera_train_15561,swallow70b,5,0,5,3,2
11834,漫画読み放題／コミックシーモア,コミックシーモア／漫画読み放題,camera_train_15564,calm22b,5,0,5,3,2
11835,【HOME'S】仙台の賃貸を探す,仙台の賃貸、HOME'Sで探す,camera_train_15565,calm22b,5,0,7,2,1
11836,【HOME'S】仙台の賃貸を探す,仙台の賃貸【HOME'S】で探す,camera_train_15565,swallow70b,5,0,7,2,1
11837,【HOME'S】仙台の賃貸を探す,仙台の賃貸物件を探すならHOME'S,camera_train_15565,swallow8b,3,2,4,6,0
11838,ハピネスフォレスト上尾,ハピネスフォレストあげお,camera_train_15566,human,5,0,7,2,1
11839,せつくすふれんどならココ,新しい出会いをここで。,camera_train_1556,calm22b,0,5,0,0,0
11840,せつくすふれんどならココ,セックストリンドならココ,camera_train_1556,calm7b,1,4,0,0,0
11841,せつくすふれんどならココ,せつくすふれんどなら【ココ】,camera_train_1556,human,5,0,3,3,4
11842,せつくすふれんどならココ,「せつくすふれんど」ならココ,camera_train_1556,swallow70b,5,0,3,6,1
11843,せつくすふれんどならココ,友達を探しているならこちら,camera_train_1556,swallow8b,0,5,0,0,0
11844,ポリカーボネート レールなら,ポリカーボネートレールなら,camera_train_15570,calm22b,5,0,1,0,9
11845,dカード GOLD(クレジットカード),信頼のdカード GOLD,camera_train_15571,calm22b,3,2,6,4,0
11846,dカード GOLD(クレジットカード),持っておけば安心。dカード GOLD,camera_train_15571,calm7b,2,3,0,0,0
11847,＜迅速・スピード対応＞,迅速対応でストレスフリーに解決,camera_train_15572,calm22b,0,5,0,0,0
11848,＜迅速・スピード対応＞,迅速対応でスピード解決,camera_train_15572,swallow70b,4,1,6,2,2
11849,＜迅速・スピード対応＞,迅速対応で安心サポート,camera_train_15572,swallow8b,3,2,4,6,0
11850,安治川口駅近くのホテル,安治川口駅近くのホテルに泊まる,camera_train_15573,calm22b,3,2,5,3,2
11851,安治川口駅近くのホテル,【駅近く】安治川口ホテル,camera_train_15573,human,3,2,4,5,1
11852,安治川口駅近くのホテル,安治川口駅近くのホテルを探す,camera_train_15573,swallow70b,3,2,3,7,0
11853,安治川口駅近くのホテル,安治川口駅からすぐのホテル,camera_train_15573,swallow8b,5,0,6,2,2
11854,女性にも安心のAGA対策,女性にも安心の【AGA対策】,camera_train_15574,swallow8b,5,0,2,5,3
11855,施工管理・現場監督の人材募集,施工管理・現場監督の人材求む,camera_train_15577,calm7b,5,0,5,1,4
11856,施工管理・現場監督の人材募集,人材募集＠施工管理・現場監督,camera_train_15577,human,3,2,4,4,2
11857,施工管理・現場監督の人材募集,建設現場を支える人材募集,camera_train_15577,swallow70b,1,4,0,0,0
11858,ジョニー ワンノート,1回無料の車検を今すぐ申し込む,camera_train_15579,swallow8b,0,5,0,0,0
11859,不動産担保での最短翌日融資なら,最短翌日融資、不動産担保で。,camera_train_1557,calm22b,5,0,6,3,1
11860,不動産担保での最短翌日融資なら,不動産を担保に最短で翌日融資,camera_train_1557,human,4,1,4,4,2
11861,【公式】ドクターシーラボ,ドクターシーラボの公式サイト,camera_train_15581,calm22b,5,0,8,0,2
11862,【公式】ドクターシーラボ,ドクターシーラボ【公式サイト】,camera_train_15581,swallow70b,4,1,6,1,3
11863,PCR検査 ニーズに合わせてお届け,PCR検査 ニーズにお届け,camera_train_15582,human,3,2,9,0,1
11864,我慢しないダイエットジム,【我慢不要】ダイエットジム,camera_train_15584,calm22b,5,0,5,4,1
11865,【小岩の縮毛矯正を予約】,小岩で縮毛矯正予約,camera_train_15585,calm22b,5,0,5,2,3
11866,【小岩の縮毛矯正を予約】,小岩で縮毛矯正予約,camera_train_15585,swallow8b,5,0,2,4,4
11867,訪問介護のイチロウ,訪問介護サービス「イチロウ」,camera_train_15587,calm22b,4,1,0,10,0
11868,訪問介護のイチロウ,訪問介護のICHIRO,camera_train_15587,human,3,2,4,0,6
11869,【重油中和剤】,重油中和剤のご案内,camera_train_15591,calm22b,4,1,2,8,0
11870,【重油中和剤】,重油処理剤,camera_train_15591,calm7b,3,2,4,3,3
11871,【重油中和剤】,重油中和剤の決定版,camera_train_15591,human,0,5,0,0,0
11872,【重油中和剤】,【重油中和剤】のご案内です。,camera_train_15591,swallow70b,0,5,0,0,0
11873,【重油中和剤】,重油中和剤【専門用途用】,camera_train_15591,swallow8b,3,2,3,6,1
11874,幼稚園教諭・保育士を積極募集,【積極募集】幼稚園教諭・保育士,camera_train_15592,calm22b,5,0,0,10,0
11875,幼稚園教諭・保育士を積極募集,幼稚園教諭・保育士募集中,camera_train_15592,swallow8b,5,0,6,3,1
11876,【即日OK】借り入れ厳選15社,【即日OK】借り入れが厳しい15社,camera_train_15593,swallow70b,0,5,0,0,0
11877,車 見積32秒でわかる最高額,最高額車見積もりは32秒で確認,camera_train_15594,calm7b,5,0,6,3,1
11878,車 見積32秒でわかる最高額,車の査定32秒で最高額がわかる,camera_train_15594,swallow70b,5,0,3,4,3
11879,パールプラス沼津店,輝きを求めて、沼津店へ,camera_train_15596,calm22b,0,5,0,0,0
11880,パールプラス沼津店,パールプラス＠沼津,camera_train_15596,swallow70b,3,2,4,0,6
11881,LINEで簡単査定も対応,らいんでかんたんおためし,camera_train_15598,calm22b,0,5,0,0,0
11882,LINEで簡単査定も対応,ラインでかんたん査定も対応,camera_train_15598,swallow70b,5,0,7,0,3
11883,LINEで簡単査定も対応,ラインで簡単査定も対応,camera_train_15598,swallow8b,5,0,9,0,1
11884,【東武練馬】シェービングサロン,シェービングサロン【東武練馬】,camera_train_155,calm22b,5,0,6,3,1
11885,【東武練馬】シェービングサロン,東武練馬のシェービングサロン,camera_train_155,swallow8b,5,0,8,0,2
11886,【最大80％OFF】東京家具メッセ,最大80％OFF【家具メッセ】東京,camera_train_15601,swallow70b,4,1,7,1,2
11887,焼肉はるくん,「焼肉はるくん」で食事を楽しむ,camera_train_15602,calm22b,2,3,0,0,0
11888,焼肉はるくん,はるくんの炭火焼肉,camera_train_15602,human,0,5,0,0,0
11889,焼肉はるくん,焼肉はるくんが選ばれる理由,camera_train_15602,swallow70b,0,5,0,0,0
11890,リクルートの求人募集,【求人募集】リクルート,camera_train_15604,human,5,0,2,8,0
11891,ユニクロ 公式オンラインストア,公式オンラインストア＠ユニクロ,camera_train_1560,swallow70b,5,0,8,2,0
11892,【公式】Mmlg,公式【Mmlg】で学ぶ,camera_train_15610,calm22b,1,4,0,0,0
11893,【公式】Mmlg,公式オンラインショップMmlg,camera_train_15610,calm7b,3,2,4,6,0
11894,【公式】Mmlg,公式でMmlgを購入する,camera_train_15610,swallow70b,4,1,8,1,1
11895,【公式】Mmlg,公式サイトはこちら【Mmlg】,camera_train_15610,swallow8b,5,0,7,2,1
11896,学習塾／岡山県内に6カ所の教室,岡山県内学習塾 教室6カ所,camera_train_15611,human,5,0,7,1,2
11897,学習塾／岡山県内に6カ所の教室,【岡山県内6カ所】学習塾教室,camera_train_15611,swallow70b,5,0,2,6,2
11898,介護士さんのための転職サービス,介護士の転職お手伝い,camera_train_15612,calm22b,4,1,7,3,0
11899,介護士さんのための転職サービス,介護士のための転職サポート,camera_train_15612,swallow8b,5,0,6,4,0
11900,フリーター向け就職サイト厳選,フリーターおすすめ就職サイト,camera_train_15616,calm22b,5,0,5,3,2
11901,社員インタビュー掲載中,社員の声をお届けします,camera_train_15618,calm22b,4,1,5,3,2
11902,社員インタビュー掲載中,社員の声が聞ける,camera_train_15618,swallow70b,3,2,5,2,3
11903,社員インタビュー掲載中,社員の声を聞く,camera_train_15618,swallow8b,3,2,5,3,2
11904,【ホットペッパービューティー】,ホットペッパービューティー,camera_train_15619,calm22b,5,0,2,3,5
11905,【ホットペッパービューティー】,おすすめのネイルサロンを検索,camera_train_15619,calm7b,0,5,0,0,0
11906,【ホットペッパービューティー】,ホットペッパービューティー,camera_train_15619,swallow70b,5,0,4,3,3
11907,【2020年度】おすすめ弁護士保険,2020年度おすすめの弁護士保険,camera_train_1561,calm22b,5,0,9,0,1
11908,【2020年度】おすすめ弁護士保険,2020年度　人気のある弁護士保険,camera_train_1561,human,0,5,0,0,0
11909,【2020年度】おすすめ弁護士保険,2020年度版おすすめ弁護士保険,camera_train_1561,swallow8b,5,0,6,1,3
11910,【新船橋でおすすめ】美容院,【新船橋おすすめ】美容院。,camera_train_15620,calm22b,5,0,6,2,2
11911,アグレアブル 美容室,美容院アグレアブル,camera_train_15622,calm22b,4,1,1,5,4
11912,アグレアブル 美容室,新鮮な美容室,camera_train_15622,calm7b,0,5,0,0,0
11913,アグレアブル 美容室,美容室ならアグレアブルへ,camera_train_15622,human,4,1,4,4,2
11914,【加須のヘッドスパを予約】,【予約可】加須のヘッドスパ,camera_train_15623,calm22b,4,1,1,7,2
11915,【加須のヘッドスパを予約】,加須でヘッドスパを予約する,camera_train_15623,swallow70b,4,1,1,7,2
11916,【加須のヘッドスパを予約】,加須のヘッドスパを予約する,camera_train_15623,swallow8b,5,0,4,3,3
11917,大子温泉の宿予約,【大子温泉の宿予約】,camera_train_15624,calm22b,4,1,2,4,4
11918,大子温泉の宿予約,大子温泉の宿【予約】,camera_train_15624,swallow70b,5,0,1,3,6
11919,大子温泉の宿予約,大子温泉の宿予約はこちら,camera_train_15624,swallow8b,5,0,4,6,0
11920,今すぐお金が必要ならこの4社,今すぐお金を借りるための4社,camera_train_15626,calm22b,5,0,6,0,4
11921,今すぐお金が必要ならこの4社,緊急にお金が必要な方に,camera_train_15626,calm7b,0,5,0,0,0
