id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
4454,【馬喰横山でおすすめ】美容院,おすすめ美容院＠馬喰横山,馬喰横山のおすすめ美容院,5,3,2,camera_train_15158,swallow8b,swallow70b,train
4455,ステーキ・鉄板焼 みくら,ステーキ・鉄板焼きのみくら,ステーキ鉄板焼みくら至高の味,5,4,1,camera_train_15159,swallow8b,calm22b,train
4456,NBK／鍋屋バイテック会社,NBK／鍋屋バイテック株式会社,鍋屋バイテック会社NBK,5,4,1,camera_train_15169,swallow70b,calm22b,train
4457,平松剛法律事務所,【法律相談】平松剛法律事務所,【平松剛】信頼の弁護士事務所,6,4,0,camera_train_15173,swallow70b,calm22b,train
4458,介護施設で成功する開業,介護施設開業の成功,介護施設の成功裡な開業,3,5,2,camera_train_15174,calm7b,calm22b,train
4459,介護施設で成功する開業,介護施設で成功する開業方法,介護施設の成功裡な開業,10,0,0,camera_train_15174,swallow70b,calm22b,train
4460,介護施設で成功する開業,介護施設で成功する開業方法,介護施設開業の成功,8,1,1,camera_train_15174,swallow70b,calm7b,train
4461,【公式】UQ WiMAX／Wi,公式UQ WiMAXのWi,公式UQ WiMAX／WiFi,0,7,3,camera_train_15177,calm7b,calm22b,train
4462,【公式】UQ WiMAX／Wi,UQ公式WiMAX／Wi,公式UQ WiMAX／WiFi,1,6,3,camera_train_15177,swallow8b,calm22b,train
4463,【公式】UQ WiMAX／Wi,UQ公式WiMAX／Wi,公式UQ WiMAXのWi,6,2,2,camera_train_15177,swallow8b,calm7b,train
4464,【公式サイト】リクナビ2024,就活2024年ナビ【公式】リクナビ,リクナビ2024公式サイト,6,4,0,camera_train_15184,calm7b,calm22b,train
4465,【公式サイト】リクナビ2024,2024年版【公式サイト】リクナビ,リクナビ2024公式サイト,7,2,1,camera_train_15184,swallow8b,calm22b,train
4466,【公式サイト】リクナビ2024,2024年版【公式サイト】リクナビ,就活2024年ナビ【公式】リクナビ,3,6,1,camera_train_15184,swallow8b,calm7b,train
4467,60秒無料診断,60秒無料診断です。,60秒無料診断で簡単チェック,0,10,0,camera_train_15186,swallow70b,calm22b,train
4468,【公式】プレジオ関目,プレジオ関目【公式】,【プレジオ関目】公式マンション,4,3,3,camera_train_1518,human,calm22b,train
4469,月2980円/通い放題の24時間ジム,月2980円で通い放題の24時間ジム,24時間ジムが月2980円で通い放題,5,4,1,camera_train_15195,swallow70b,calm22b,train
4470,スチール ラックなら,スチールラックならこちらです。,ラック　スチール,6,3,1,camera_train_15206,swallow70b,human,train
4471,即戦力のデザイナーを育成,即戦力になれるデザイナーを育成,即戦力のデザイナー育成,4,5,1,camera_train_1520,human,calm22b,train
4472,即戦力のデザイナーを育成,即戦力デザイナーを育成する,即戦力のデザイナー育成,2,7,1,camera_train_1520,swallow8b,calm22b,train
4473,即戦力のデザイナーを育成,即戦力デザイナーを育成する,即戦力になれるデザイナーを育成,3,6,1,camera_train_1520,swallow8b,human,train
4474,福岡で働きたい方向け転職サイト,福岡で働くなら転職サイト,福岡の転職サイト,3,7,0,camera_train_15217,swallow8b,swallow70b,train
4475,草刈りのプロが迅速、丁寧に対応,迅速かつ丁寧な草刈りサービス,草刈りのプロが迅速丁寧に対応,3,7,0,camera_train_15225,swallow8b,swallow70b,train
4476,【神辺でおすすめ】ネイル,おすすめネイルサロン＠神辺,神辺でおすすめのネイルサロン,4,5,1,camera_train_15227,swallow70b,calm22b,train
4477,【神辺でおすすめ】ネイル,神辺でおすすめのネイルサロン,おすすめネイルサロン＠神辺,4,4,2,camera_train_15227,swallow8b,swallow70b,train
4478,【2022年版】医療脱毛ランキング,2022年版 医療脱毛ランキング,2022年版 医療脱毛 ランキング,0,0,10,camera_train_1522,swallow8b,swallow70b,train
4479,【千葉】の人気温泉宿の中から,千葉の人気温泉宿を探す,千葉で人気の温泉宿,4,6,0,camera_train_15248,swallow70b,calm22b,train
4480,【千葉】の人気温泉宿の中から,千葉の人気温泉宿は？,千葉で人気の温泉宿,3,6,1,camera_train_15248,swallow8b,calm22b,train
4481,【千葉】の人気温泉宿の中から,千葉の人気温泉宿は？,千葉の人気温泉宿を探す,2,6,2,camera_train_15248,swallow8b,swallow70b,train
4482,成増の一戸建て,成増で探す一戸建て,成増で一戸建て探し,3,3,4,camera_train_1524,swallow8b,swallow70b,test
4483,冬期講習4日間を無料で体験,冬期講習４日間を無料体験,冬期講習無料体験4日間実施中,4,4,2,camera_train_15257,swallow70b,calm22b,train
4484,冬期講習4日間を無料で体験,冬期講習を4日間無料で体験可能,冬期講習無料体験4日間実施中,7,1,2,camera_train_15257,swallow8b,calm22b,train
4485,冬期講習4日間を無料で体験,冬期講習を4日間無料で体験可能,冬期講習４日間を無料体験,3,7,0,camera_train_15257,swallow8b,swallow70b,train
4486,駒込 たった1回で効果出る整体,駒込で1回で効果が出る整体,【駒込】1回で効果の整体,1,8,1,camera_train_1525,swallow8b,swallow70b,train
4487,【公式】西川ストア／布団の通販,西川ストア公式、布団の通販,西川ストア 布団通販【公式】,1,8,1,camera_train_15261,calm7b,calm22b,train
4488,【公式】西川ストア／布団の通販,西川ストア【公式】布団の通販,西川ストア 布団通販【公式】,3,7,0,camera_train_15261,human,calm22b,train
4489,【公式】西川ストア／布団の通販,西川ストア【公式】布団の通販,西川ストア公式、布団の通販,7,1,2,camera_train_15261,human,calm7b,train
4490,【公式】西川ストア／布団の通販,【公式】西川ストアの布団通販,西川ストア 布団通販【公式】,5,3,2,camera_train_15261,swallow70b,calm22b,train
4491,【公式】西川ストア／布団の通販,【公式】西川ストアの布団通販,西川ストア公式、布団の通販,8,0,2,camera_train_15261,swallow70b,calm7b,train
4492,【公式】西川ストア／布団の通販,【公式】西川ストアの布団通販,西川ストア【公式】布団の通販,10,0,0,camera_train_15261,swallow70b,human,train
4493,【松戸の縮毛矯正を予約】,松戸で縮毛矯正を予約するなら,松戸で縮毛矯正を予約しよう,8,2,0,camera_train_15266,swallow70b,calm22b,train
4494,滋賀ゴルフクラブを予約,緊急予約【滋賀ゴルフクラブ】,滋賀ゴルフクラブを今すぐ予約,2,8,0,camera_train_15272,swallow8b,swallow70b,train
4495,【夜勤向け】介護派遣ランキング,夜勤に最適な介護派遣ランキング,夜勤向けの介護派遣ランキング,4,6,0,camera_train_15286,swallow8b,swallow70b,train
4496,【公式】東京スター銀行,東京スター銀行公式サイト,東京スター銀行【公式】,5,5,0,camera_train_15292,swallow8b,calm22b,train
4497,1：1のプライベート矯正相談会,マンツーマンの矯正相談会,1対1の個別矯正セッション,6,3,1,camera_train_15298,swallow70b,calm22b,test
4498,1：1のプライベート矯正相談会,「個別」矯正相談会,1対1の個別矯正セッション,5,5,0,camera_train_15298,swallow8b,calm22b,test
4499,1：1のプライベート矯正相談会,「個別」矯正相談会,マンツーマンの矯正相談会,2,6,2,camera_train_15298,swallow8b,swallow70b,test
4500,【池上】メンズ美容院,【池上で人気】メンズ美容院,池上で人気のメンズ美容院,4,4,2,camera_train_1529,swallow8b,swallow70b,train
4501,リヤン 表参道 美容室,表参道【リアン】美容室,表参道で人気のリヤン美容室,6,4,0,camera_train_15305,calm7b,calm22b,train
4502,リヤン 表参道 美容室,【リヤン表参道】美容室,表参道で人気のリヤン美容室,4,6,0,camera_train_15305,human,calm22b,train
4503,リヤン 表参道 美容室,【リヤン表参道】美容室,表参道【リアン】美容室,6,2,2,camera_train_15305,human,calm7b,train
4504,豊橋焼肉 ときわ,豊橋焼肉【ときわ】,豊橋で焼肉なら【ときわ】,4,5,1,camera_train_1530,swallow70b,calm22b,train
4505,豊橋焼肉 ときわ,豊橋で人気の焼肉店【ときわ】,豊橋で焼肉なら【ときわ】,8,2,0,camera_train_1530,swallow8b,calm22b,train
4506,豊橋焼肉 ときわ,豊橋で人気の焼肉店【ときわ】,豊橋焼肉【ときわ】,9,1,0,camera_train_1530,swallow8b,swallow70b,train
4507,【中山のカラーを予約】,【中山のカラー】予約,【中山のカラー予約】,3,5,2,camera_train_15311,swallow70b,calm22b,train
4508,山田 養蜂 場 はちみつ,山田養蜂場の純粋はちみつ,山田養蜂場蜂蜜,8,1,1,camera_train_15314,swallow70b,human,train
4509,山田 養蜂 場 はちみつ,山田養蜂場のはちみつ,山田養蜂場蜂蜜,9,0,1,camera_train_15314,swallow8b,human,train
4510,山田 養蜂 場 はちみつ,山田養蜂場のはちみつ,山田養蜂場の純粋はちみつ,0,8,2,camera_train_15314,swallow8b,swallow70b,train
4511,【三島二日町でおすすめ】美容室,三島二日町で人気の美容室を紹介,おすすめ美容室@三島二日町,0,0,10,camera_train_1531,swallow70b,calm7b,train
4512,【三島二日町でおすすめ】美容室,三島二日町で人気の美容室,おすすめ美容室@三島二日町,10,0,0,camera_train_1531,swallow8b,calm7b,train
4513,【三島二日町でおすすめ】美容室,三島二日町で人気の美容室,三島二日町で人気の美容室を紹介,6,2,2,camera_train_1531,swallow8b,swallow70b,train
4514,ホットペッパービューティー公式,公式ホットペッパービューティ,ホットペッパーBeauty公式,4,1,5,camera_train_15320,human,calm22b,valid
4515,【ライズ・サポート・プラス】,ライズ・サポート・プラスです。,ライズ・サポート・プラス,2,4,4,camera_train_15326,swallow70b,calm22b,train
4516,【公式】住友不動産販売,公式【住友不動産】販売,住友不動産【公式】販売,3,4,3,camera_train_15329,swallow8b,calm22b,train
4517,女４人に忍び寄る犯罪のキケン,女４人に忍び寄る犯罪の危険,女性四人に迫る危機、犯罪の影,2,7,1,camera_train_15331,swallow70b,calm22b,train
4518,毎日更新：アウトソーシング,毎日更新：アウトソーシング情報,アウトソーシング情報毎日更新中,6,1,3,camera_train_15333,swallow70b,calm22b,train
4519,電子部品の生産中止・入手困難品,生産中止・入手困難品の電子部品,生産中止・入手困難電子部品,4,4,2,camera_train_15334,swallow70b,calm7b,train
4520,【公式】くらしのマーケット,公式くらしのマーケット,くらしのマーケット公式サービス,4,4,2,camera_train_15338,swallow70b,calm22b,train
4521,角質層までしっかりケア,しっかり角質層もケア,角質層までしっかりケアできます,2,8,0,camera_train_15346,human,calm22b,train
4522,【公式】ARTISTIC&CO.,公式のARTISTIC&CO.,【ARTISTIC&CO.】公式製品,1,9,0,camera_train_15348,swallow8b,calm22b,train
4523,【公式】くらしのマーケット,公式：くらしのマーケット,くらしのマーケット【公式】,2,4,4,camera_train_15349,swallow8b,swallow70b,train
4524,イオンモール鹿児島３F,イオンモール鹿児島３Fです。,イオンモール鹿児島3F,2,3,5,camera_train_15354,swallow70b,calm22b,train
4525,女性に評判の派遣会社,女性に人気のある派遣会社,女性に選ばれる派遣会社,3,5,2,camera_train_15355,swallow70b,calm22b,train
4526,女性に評判の派遣会社,女性に人気の派遣会社,女性に選ばれる派遣会社,2,6,2,camera_train_15355,swallow8b,calm22b,train
4527,女性に評判の派遣会社,女性に人気の派遣会社,女性に人気のある派遣会社,4,3,3,camera_train_15355,swallow8b,swallow70b,train
4528,高田馬場駅近くのホテル,高田馬場駅近くのホテルです。,高田馬場駅近の【ホテル】,2,7,1,camera_train_15359,swallow8b,calm22b,train
4529,頭皮に優しい白髪染め,頭皮に優しく白髪を染める,頭皮に優しい白髪染め【体験】,3,6,1,camera_train_15363,swallow70b,calm22b,train
4530,さいたま市の求人はタウンワーク,さいたま市 求人はタウンワーク,タウンワーク：埼玉の求人,7,3,0,camera_train_15367,human,calm22b,train
4531,不動産の鑑定ならまず無料査定,不動産の無料鑑定なら,不動産の鑑定はまず【無料査定】,4,4,2,camera_train_15377,calm7b,calm22b,train
4532,不動産の鑑定ならまず無料査定,不動産の鑑定ならまずタダ査定,不動産の鑑定はまず【無料査定】,0,9,1,camera_train_15377,swallow70b,calm22b,train
4533,不動産の鑑定ならまず無料査定,不動産の鑑定ならまずタダ査定,不動産の無料鑑定なら,1,7,2,camera_train_15377,swallow70b,calm7b,train
4534,【最新版】個人事業主向けローン,最新版【個人事業主ローン】,最新版｜個人事業主向けローン,5,2,3,camera_train_15380,swallow8b,calm22b,train
4535,【菊川のカラーを予約】,菊川のカラー予約受付中,菊川でのカラー予約,6,3,1,camera_train_15389,swallow70b,calm22b,train
4536,【伊勢崎市】エステサロン一覧,伊勢崎市のエステサロン【一覧】,伊勢崎市のエステサロン一覧,6,0,4,camera_train_15390,swallow70b,calm22b,train
4537,【伊勢崎市】エステサロン一覧,伊勢崎市のエステサロン一覧,伊勢崎市のエステサロン【一覧】,2,5,3,camera_train_15390,swallow8b,swallow70b,train
4538,京都芸術大学／通信教育部,京都芸術大学通信教育部で学ぶ,京都芸術大学/通信教育部,5,1,4,camera_train_15395,swallow70b,calm22b,train
4539,もっとかわいい私になる,もっと美しくなりたい私に,もっとかわいい私になれる,2,4,4,camera_train_153,swallow8b,human,train
4540,神社 バス ツアー,神社バスツアーでお参り,神社めぐりバスツアー,3,6,1,camera_train_15400,swallow8b,swallow70b,train
4541,ネットで簡単死亡保険比較,簡単死亡保険ネット検索,ネットで簡単【死亡保険】比較,2,8,0,camera_train_15401,human,calm22b,train
4542,カラリア【公式】,【公式】カラリア,公式カラリア,8,0,2,camera_train_15407,swallow8b,calm22b,test
4543,ピンソケット 2列,あなたのためのピンソケット 2列,2列のピンソケット,3,5,2,camera_train_15416,swallow8b,human,train
4544,営業職の求人掲載なら,求人掲載【営業職】,営業職の求人掲載なら右側に配置,7,1,2,camera_train_15425,swallow70b,calm22b,train
4545,営業職の求人掲載なら,求人掲載はこちら【営業職】,営業職の求人掲載なら右側に配置,8,2,0,camera_train_15425,swallow8b,calm22b,train
4546,営業職の求人掲載なら,求人掲載はこちら【営業職】,求人掲載【営業職】,4,4,2,camera_train_15425,swallow8b,swallow70b,train
4547,1番安いバイク保険はどこ？,１番安い保険は？バイク,「バイク保険、1番安いのは？」,0,8,2,camera_train_15427,human,calm22b,test
4548,1番安いバイク保険はどこ？,最安バイク保険はどこ？,「バイク保険、1番安いのは？」,3,7,0,camera_train_15427,swallow8b,calm22b,test
4549,1番安いバイク保険はどこ？,最安バイク保険はどこ？,１番安い保険は？バイク,6,3,1,camera_train_15427,swallow8b,human,test
4550,お見積り無料で費用算出,いくらになるかお見積り無料,【無料】で費用算出、見積もり,3,6,1,camera_train_15434,human,calm22b,test
4551,【即日OK】バレずお金借りたい,【即日OK】バレずにお金を借りる,【即時貸付】秘密厳守で資金調達,2,8,0,camera_train_15436,swallow70b,calm22b,train
4552,【しまのや公式】琉球青汁ゼリー,琉球青汁ゼリー【公式】しまのや,琉球青汁ゼリー【しまのや公式】,4,5,1,camera_train_15437,swallow8b,calm22b,valid
4553,【しまのや公式】琉球青汁ゼリー,琉球青汁ゼリー【公式】しまのや,琉球青汁ゼリー【しまのや公式】,3,5,2,camera_train_15437,swallow8b,swallow70b,valid
4554,【急募】柔道整復師 求人,柔道整復師の求人です,柔道整復師 【急募】,3,7,0,camera_train_15450,swallow70b,human,train
4555,【急募】柔道整復師 求人,【お急ぎ】柔道整復師の求人です,柔道整復師 【急募】,3,6,1,camera_train_15450,swallow8b,human,train
4556,【急募】柔道整復師 求人,【お急ぎ】柔道整復師の求人です,柔道整復師の求人です,7,3,0,camera_train_15450,swallow8b,swallow70b,train
4557,サローネ サンク サロン,サローネ・サンク・サロン,【サローネ サンク】サロン,1,6,3,camera_train_15454,swallow70b,calm22b,train
4558,サローネ サンク サロン,サロン検索＠サンク,【サローネ サンク】サロン,3,6,1,camera_train_15454,swallow8b,calm22b,train
4559,サローネ サンク サロン,サロン検索＠サンク,サローネ・サンク・サロン,7,3,0,camera_train_15454,swallow8b,swallow70b,train
4560,勃起不全に【ED治療薬138円】,男の自信を取り戻す治療薬138円,【ED治療薬138円】勃起不全,2,6,2,camera_train_15455,human,calm22b,train
4561,勃起不全に【ED治療薬138円】,ED治療薬138円【勃起不全】,【ED治療薬138円】勃起不全,5,2,3,camera_train_15455,swallow70b,calm22b,train
4562,勃起不全に【ED治療薬138円】,ED治療薬138円【勃起不全】,男の自信を取り戻す治療薬138円,7,2,1,camera_train_15455,swallow70b,human,train
4563,勃起不全に【ED治療薬138円】,ED治療薬【138円】で購入可能,【ED治療薬138円】勃起不全,6,3,1,camera_train_15455,swallow8b,calm22b,train
4564,勃起不全に【ED治療薬138円】,ED治療薬【138円】で購入可能,男の自信を取り戻す治療薬138円,7,2,1,camera_train_15455,swallow8b,human,train
4565,勃起不全に【ED治療薬138円】,ED治療薬【138円】で購入可能,ED治療薬138円【勃起不全】,5,3,2,camera_train_15455,swallow8b,swallow70b,train
4566,【公式】アーク引越センター,アーク引越センター【公式】,公式アーク引越センター,7,2,1,camera_train_15456,swallow8b,swallow70b,train
4567,蒲田駅近くのホテル,蒲田駅近くの宿泊所,蒲田駅周辺のホテルに泊まるなら,2,6,2,camera_train_15460,human,calm22b,valid
4568,蒲田駅近くのホテル,蒲田駅近くのホテルを探す,蒲田駅周辺のホテルに泊まるなら,4,6,0,camera_train_15460,swallow70b,calm22b,valid
4569,蒲田駅近くのホテル,蒲田駅近くのホテルを探す,蒲田駅近くの宿泊所,8,2,0,camera_train_15460,swallow70b,human,valid
4570,蒲田駅近くのホテル,蒲田駅近くのおすすめホテル,蒲田駅周辺のホテルに泊まるなら,4,2,4,camera_train_15460,swallow8b,calm22b,valid
4571,蒲田駅近くのホテル,蒲田駅近くのおすすめホテル,蒲田駅近くの宿泊所,9,1,0,camera_train_15460,swallow8b,human,valid
4572,蒲田駅近くのホテル,蒲田駅近くのおすすめホテル,蒲田駅近くのホテルを探す,8,2,0,camera_train_15460,swallow8b,swallow70b,valid
4573,オルガノの水処理標準製品,オルガノの標準製品【水処理】,オルガノの【標準製品】水処理,7,0,3,camera_train_15465,swallow8b,swallow70b,valid
4574,【死亡保険】太陽生命,太陽生命の【死亡保険】はこちら,死亡保険なら太陽生命,6,2,2,camera_train_15469,swallow8b,human,train
4575,求人・バイト情報,求人・バイト情報ならこちら,求人・バイト情報求,7,2,1,camera_train_15470,swallow70b,human,train
4576,求人・バイト情報,お仕事探しはこちら,求人・バイト情報求,3,7,0,camera_train_15470,swallow8b,human,train
4577,求人・バイト情報,お仕事探しはこちら,求人・バイト情報ならこちら,4,4,2,camera_train_15470,swallow8b,swallow70b,train
4578,住宅ローン、どこがいい？,最適の住宅ローンは？,住宅ローン、おすすめはここ,4,6,0,camera_train_15477,human,calm7b,train
4579,「歯周病」抜歯を回避する治療,歯周病治療で抜歯を回避,抜歯回避の歯周病治療,0,8,2,camera_train_15480,swallow70b,calm22b,train
4580,「歯周病」抜歯を回避する治療,歯周病を治す抜歯を避ける方法,抜歯回避の歯周病治療,2,8,0,camera_train_15480,swallow8b,calm22b,train
4581,「歯周病」抜歯を回避する治療,歯周病を治す抜歯を避ける方法,歯周病治療で抜歯を回避,4,6,0,camera_train_15480,swallow8b,swallow70b,train
4582,【公式】小林製薬／ナリピタン,ナリピタン／小林製薬【公式】,【公式】小林製薬のナリピタン,2,7,1,camera_train_15481,human,calm22b,train
4583,【PayPay銀行】公式ホームページ,公式【PayPay銀行】ウェブサイト,PayPay銀行の公式サイト,5,3,2,camera_train_15491,calm7b,calm22b,train
4584,【即日OK】キャッシング厳選3社,ローン　即日　3選,3社厳選【即日】キャッシング,1,9,0,camera_train_15494,human,calm7b,train
4585,【即日OK】キャッシング厳選3社,即日キャッシングできる厳選3社,3社厳選【即日】キャッシング,3,7,0,camera_train_15494,swallow70b,calm7b,train
4586,【即日OK】キャッシング厳選3社,即日キャッシングできる厳選3社,ローン　即日　3選,6,3,1,camera_train_15494,swallow70b,human,train
4587,【即日OK】キャッシング厳選3社,厳選3社で即日キャッシング可能,3社厳選【即日】キャッシング,3,6,1,camera_train_15494,swallow8b,calm7b,train
4588,【即日OK】キャッシング厳選3社,厳選3社で即日キャッシング可能,ローン　即日　3選,9,1,0,camera_train_15494,swallow8b,human,train
4589,【即日OK】キャッシング厳選3社,厳選3社で即日キャッシング可能,即日キャッシングできる厳選3社,4,5,1,camera_train_15494,swallow8b,swallow70b,train
4590,【公式】東京PCR衛生検査所,【公式】東京のPCR検査所,東京PCR衛生検査所【公式】,6,3,1,camera_train_15496,swallow8b,calm22b,train
4591,【公式】東京PCR衛生検査所,【公式】東京のPCR検査所,東京PCR衛生検査所【公式】,5,4,1,camera_train_15496,swallow8b,swallow70b,train
4592,【楽天】レースレディース,楽天レースレディース,楽天のレースレディース,4,1,5,camera_train_154,swallow70b,calm22b,test
4593,【公式】クラブツーリズム,公式クラブツーリズム,【クラブツーリズム】公式,3,5,2,camera_train_15504,human,calm22b,train
4594,【公式】クラブツーリズム,クラブツーリズム【公式】,【クラブツーリズム】公式,4,3,3,camera_train_15504,swallow70b,calm22b,train
4595,【公式】クラブツーリズム,クラブツーリズム【公式】,公式クラブツーリズム,7,1,2,camera_train_15504,swallow70b,human,train
4596,【公式】クラブツーリズム,クラブツーリズム【公式】,【クラブツーリズム】公式,8,0,2,camera_train_15504,swallow8b,calm22b,train
4597,【公式】クラブツーリズム,クラブツーリズム【公式】,公式クラブツーリズム,8,1,1,camera_train_15504,swallow8b,human,train
4598,宮崎市内勤務・正社員の採用情報,宮崎市内勤務【正社員】採用情報,宮崎市内勤務の正社員採用情報,5,2,3,camera_train_15513,calm7b,calm22b,train
4599,宮崎市内勤務・正社員の採用情報,宮崎市内勤務・正社員の求人情報,宮崎市内勤務の正社員採用情報,7,3,0,camera_train_15513,swallow8b,calm22b,train
4600,宮崎市内勤務・正社員の採用情報,宮崎市内勤務・正社員の求人情報,宮崎市内勤務【正社員】採用情報,3,7,0,camera_train_15513,swallow8b,calm7b,train
4601,琴似の格安ホテル,琴似で格安ホテルに泊まる,琴似の格安ホテル、見つかる,7,3,0,camera_train_15515,swallow8b,calm22b,train
4602,dodaは【第二新卒】の転職に強い,【第二新卒】の転職ならdoda,【第二新卒】転職に強いdoda,2,4,4,camera_train_15517,swallow70b,calm22b,train
4603,dodaは【第二新卒】の転職に強い,【第二新卒】の転職ならdoda,【第二新卒】転職に強いdoda,2,3,5,camera_train_15517,swallow8b,calm22b,train
4604,Lenovo公式サイト,レノボ公式サイト,Lenovoの公式サイトです。,2,6,2,camera_train_15518,swallow8b,swallow70b,test
4605,【無料】60秒で査定依頼完了,60秒で完了【無料】査定依頼,60秒無料査定依頼完了,6,0,4,camera_train_15519,swallow8b,calm22b,train
4606,横浜 ホテル,横浜のおすすめホテルはこちら,横浜 ホテル【予約】,4,3,3,camera_train_15520,swallow8b,swallow70b,train
4607,【オリックス生命】FineSave,オリックス生命のFineSaveです。,オリックス生命のFineSave,3,6,1,camera_train_15521,swallow70b,human,train
4608,【伊万里市】美容室・ヘアサロン,伊万里市の美容室・ヘアサロン,美容室/ヘアサロン【伊万里市】,5,3,2,camera_train_15526,swallow70b,calm22b,train
4609,【鶴見】コルギサロンを予約,【予約】鶴見コルギサロン,鶴見でコルギサロンを予約,5,2,3,camera_train_1552,human,calm22b,train
4610,【鶴見】コルギサロンを予約,【予約】鶴見コルギサロン,鶴見でコルギサロンを予約,5,2,3,camera_train_1552,swallow70b,calm22b,train
4611,わずか60秒 不動産売却一括査定,不動産を60秒で一括査定する,わずか60秒、不動産一括査定,4,5,1,camera_train_15539,swallow70b,calm22b,train
4612,わずか60秒 不動産売却一括査定,60秒で一括査定 不動産売却,わずか60秒、不動産一括査定,4,4,2,camera_train_15539,swallow8b,calm22b,train
4613,わずか60秒 不動産売却一括査定,60秒で一括査定 不動産売却,不動産を60秒で一括査定する,6,3,1,camera_train_15539,swallow8b,swallow70b,train
4614,今なら月額980円だけじゃない,月額980円だけじゃないの？,今なら月額980円だけではない,4,4,2,camera_train_15544,swallow8b,calm22b,test
4615,【公式】ソニー損保の自動車保険,ソニー損保の自動車保険【公式】,ソニー損保の【公式】自動車保険,7,2,1,camera_train_1554,swallow70b,calm22b,train
4616,【公式】山田養蜂場,山田養蜂場公式,公式山田養蜂場,5,3,2,camera_train_15550,human,calm7b,train
4617,【横浜銀行】のブライダルローン,横浜銀行のブライダルローン,横浜銀行の【ブライダルローン】,2,4,4,camera_train_15561,swallow70b,calm22b,train
4618,【HOME'S】仙台の賃貸を探す,仙台の賃貸【HOME'S】で探す,仙台の賃貸、HOME'Sで探す,7,1,2,camera_train_15565,swallow70b,calm22b,train
4619,【HOME'S】仙台の賃貸を探す,仙台の賃貸物件を探すならHOME'S,仙台の賃貸、HOME'Sで探す,6,3,1,camera_train_15565,swallow8b,calm22b,train
4620,【HOME'S】仙台の賃貸を探す,仙台の賃貸物件を探すならHOME'S,仙台の賃貸【HOME'S】で探す,5,4,1,camera_train_15565,swallow8b,swallow70b,train
4621,せつくすふれんどならココ,「せつくすふれんど」ならココ,せつくすふれんどなら【ココ】,4,4,2,camera_train_1556,swallow70b,human,train
4622,＜迅速・スピード対応＞,迅速対応で安心サポート,迅速対応でスピード解決,5,4,1,camera_train_15572,swallow8b,swallow70b,train
4623,安治川口駅近くのホテル,【駅近く】安治川口ホテル,安治川口駅近くのホテルに泊まる,7,1,2,camera_train_15573,human,calm22b,train
4624,安治川口駅近くのホテル,安治川口駅近くのホテルを探す,安治川口駅近くのホテルに泊まる,4,2,4,camera_train_15573,swallow70b,calm22b,train
4625,安治川口駅近くのホテル,安治川口駅近くのホテルを探す,【駅近く】安治川口ホテル,5,4,1,camera_train_15573,swallow70b,human,train
4626,安治川口駅近くのホテル,安治川口駅からすぐのホテル,安治川口駅近くのホテルに泊まる,3,3,4,camera_train_15573,swallow8b,calm22b,train
4627,安治川口駅近くのホテル,安治川口駅からすぐのホテル,【駅近く】安治川口ホテル,4,5,1,camera_train_15573,swallow8b,human,train
4628,安治川口駅近くのホテル,安治川口駅からすぐのホテル,安治川口駅近くのホテルを探す,2,7,1,camera_train_15573,swallow8b,swallow70b,train
4629,施工管理・現場監督の人材募集,人材募集＠施工管理・現場監督,施工管理・現場監督の人材求む,3,6,1,camera_train_15577,human,calm7b,train
4630,不動産担保での最短翌日融資なら,不動産を担保に最短で翌日融資,最短翌日融資、不動産担保で。,6,1,3,camera_train_1557,human,calm22b,train
4631,【公式】ドクターシーラボ,ドクターシーラボ【公式サイト】,ドクターシーラボの公式サイト,8,0,2,camera_train_15581,swallow70b,calm22b,train
4632,訪問介護のイチロウ,訪問介護のICHIRO,訪問介護サービス「イチロウ」,3,5,2,camera_train_15587,human,calm22b,train
4633,【重油中和剤】,重油処理剤,重油中和剤のご案内,2,7,1,camera_train_15591,calm7b,calm22b,train
4634,【重油中和剤】,重油中和剤【専門用途用】,重油中和剤のご案内,8,1,1,camera_train_15591,swallow8b,calm22b,train
4635,【重油中和剤】,重油中和剤【専門用途用】,重油処理剤,8,1,1,camera_train_15591,swallow8b,calm7b,train
4636,幼稚園教諭・保育士を積極募集,幼稚園教諭・保育士募集中,【積極募集】幼稚園教諭・保育士,3,7,0,camera_train_15592,swallow8b,calm22b,train
4637,車 見積32秒でわかる最高額,車の査定32秒で最高額がわかる,最高額車見積もりは32秒で確認,7,1,2,camera_train_15594,swallow70b,calm7b,train
4638,LINEで簡単査定も対応,ラインで簡単査定も対応,ラインでかんたん査定も対応,3,3,4,camera_train_15598,swallow8b,swallow70b,train
4639,【東武練馬】シェービングサロン,東武練馬のシェービングサロン,シェービングサロン【東武練馬】,1,8,1,camera_train_155,swallow8b,calm22b,train
4640,【公式】Mmlg,公式でMmlgを購入する,公式オンラインショップMmlg,0,9,1,camera_train_15610,swallow70b,calm7b,train
4641,【公式】Mmlg,公式サイトはこちら【Mmlg】,公式オンラインショップMmlg,4,4,2,camera_train_15610,swallow8b,calm7b,train
4642,【公式】Mmlg,公式サイトはこちら【Mmlg】,公式でMmlgを購入する,8,1,1,camera_train_15610,swallow8b,swallow70b,train
